00073936	Josephine Fredj	26/03/1926	120	Rue de la Pommeraie	72530	Yvré-L'Évêque
00082442	Maïka Cossy	04/07/1965	3	Allée du Béarn	44400	Rezé
00098803	Albertine Delsart	22/04/1908	117	Villeneuve	44590	Sion-Les-Mines
00032316	Octavie Carvalho	19/11/1985	90	Avenue de la Corbeliere	35500	Erbrée
00099709	Lionnel Sanglier	12/01/1975	75	L’Aubriere	53440	Belgeard
00065413	Christèle Dos Santos	06/05/1953	248	Lotissement des Saules	50390	Orglandes
00073890	Coralie Paillard	28/02/1917	247	La Gominé	35550	Saint-Ganton
00029153	Arnaud Pelletier	05/10/1932	150	La Baronnerie	50700	Hémevez
00071093	Marie-Thérèse Fraysse	04/05/1931	147	Rue de la Noue	49400	Rou-Marson
00006952	Richard Ta	07/12/1909	47	La Perriere	72320	Vibraye
00043772	Eden Fesquet	31/01/1921	100	Chalmant	53140	Saint-Cyr-En-Pail
00082467	Leonce Lapostolle	20/02/1984	109	Lieu Dit Blandefalle	35270	Combourg
00099510	Ginette Delahaye	09/03/1987	37	Zone Artisanale la Pree Bertain	49730	Varennes-Sur-Loire
00089343	Cyril Delepine	07/03/1976	68	Le Rouilly	50510	Hudimesnil
00080185	Pegguy Marcuccini	24/01/1932	95	Le Parc d’Aubigny	50160	Saint-Amand-Villages
00055135	Kayleen Peratou	18/10/1992	251	Lieu Dit Bissons	61270	Les Aspres
00019988	Jessen Pindray	16/09/1949	241	Les Périgaux	61250	Semallé
00079640	Arlette Raymond	18/01/1986	60	Guenegaud	44140	Le Bignon
00050656	Clément Metayer	16/07/1942	132	Le Cormier	61260	Ceton
00099091	Gaston Couvidat	04/12/2008	88	Boulevard d’Emeraude	35760	Montgermont
00033353	Fred Raoux	08/04/1925	137	Rue de la Liberation	72160	Tuffé Val De La Chéronne
00004184	Éric Sahel	11/04/1919	156	Rue dus Rocs	72140	Saint-Rémy-De-Sillé
00093381	Irène Mouelhi	09/05/2002	13	La Goheliere	44680	Saint-Mars-De-Coutais
00056422	Rachelle Hotte	17/01/1998	147	Rue dus Fagueries	35210	Châtillon-En-Vendelais
00069689	Aurore Gomez	28/10/1937	139	Allée des Grands Champs	35235	Thorigné-Fouillard
00043847	Maxime Chauvel	11/10/1936	77	Avenue des Charmes	44840	Les Sorinières
00004708	Florent Besnier	17/11/2004	113	Lieu Dit Ingrande	72140	Parennes
00049040	Anita Tirel	28/02/1950	88	Les Guérineaux	49340	Chanteloup-Les-Bois
00020042	Marie-Pierre Pierre	25/10/1982	195	Arguignac	35550	Sixt-Sur-Aff
00030742	Henri Roland	11/07/1983	51	Beaumont	44580	Villeneuve-En-Retz
00027009	Rehab Bartoszewski	03/03/1962	109	Route de la Grand’Ville	44250	Saint-Brevin-Les-Pins
00038433	Betty Dorin	29/12/1942	133	Lieu Dit Femusson	72430	Fercé-Sur-Sarthe
00028899	Tanguy Dutilleul	10/04/1922	241	L’Hermitage	53940	Le Genest-Saint-Isle
00020245	Zayana Zeggar	20/11/1913	222	Parc du Lys	61200	Sarceaux
00060067	Marc Rosa	06/09/1994	104	Lieu Dit Loiron	35490	Sens-De-Bretagne
00049880	Anne Brechet	25/04/1991	105	Le Gravier	35240	Retiers
00044671	Sophie Millot	23/05/1972	41	Rue du Bourg	61150	Écouché-Les-Vallées
00038611	Anna Chapeau	07/08/1951	19	Chemin de la Fuselière	53390	La Rouaudière
00009154	Loïc Lagache	23/09/1998	151	Chemin de Bassière	61570	Médavy
00015812	Emmanuel Darras	25/10/1978	150	Avenue de la Tournerie	72600	Louzes
00047980	Joseph Drouin	24/05/2002	94	Impasse des Baulais du Haut	35780	La Richardais
00092929	Julie Parisot	02/08/1976	207	Lieu-Dit le Lorier	35140	Saint-Ouen-Des-Alleux
00056964	Aicha Szabo	28/07/1984	108	Avenue Grégoire XI	49240	Avrillé
00030537	Romain Michaux	17/10/1921	84	Lieu Dit Mondron	35680	Vergéal
00095375	Elliot Di-Carlo	14/04/1910	80	Les Domaines	50370	Le Petit-Celland
00065308	Benoît Lasserre	06/06/1913	122	Rue du Bisson	61210	Ménil-Gondouin
00020055	Christine Dechaux	05/06/2003	141	Rue du Port	72500	Vaas
00092990	Brandan Orneau	21/06/1923	87	Les Vignettes	50300	Saint-Loup
00071501	Aicha Pellegrin	04/12/1907	215	Rue Amedee Bollee	72650	Saint-Saturnin
00013567	Dominique Torres	26/03/1902	149	Avenue de la Place	72140	Pezé-Le-Robert
00096336	Amandine Vinot	21/03/2009	184	Le Pin	53200	Ménil
00076171	Hélène Poire	19/01/1931	3	Lieu Dit Biardel	35520	La Mézière
00090516	Jean-Claude Peroumal	25/06/1913	95	Rue du Marechal Leclerc	72610	Rouessé-Fontaine
00058304	Hervé Regnier	24/08/1987	180	La Blondellerie	50510	Le Mesnil-Aubert
00092999	Clothilde Henriet	07/06/1990	161	La Haie	53370	Ravigny
00067305	Peggy Holzer	08/03/1950	203	Les Ruaux	53290	Bierné-Les-Villages
00071094	Rémy Gros	27/05/1910	192	Le Bourg	61500	La Ferrière-Béchet
00014806	Daniel Lovera	12/05/1941	201	La Pinçonnière	53160	Champgenéteux
00085744	Denis Godefroy	09/12/1952	245	Pilon	44640	Cheix-En-Retz
00009496	Desiree Maizieres	14/03/1941	73	La Gandonnais	35640	Eancé
00006086	Selyan Briedj	16/08/1946	113	La Boulaye	50680	Saint-André-De-L'Épine
00072272	Raphaël Authier	12/02/1989	185	Route de la Mellerie	50610	Jullouville
00031322	Louisette Haentjens	29/10/1911	246	Avenue de la Rossignoliere	72120	Rahay
00037364	Cassandra Becu	19/04/1973	219	Boulevard Marguerite	53110	Le Housseau-Brétignolles
00056800	Jemael Tumiotto	28/07/1934	56	Cavareux	44290	Pierric
00018732	Allison Meynet	26/11/1973	2	La Crenne	50170	Aucey-La-Plaine
00063552	Dominique Villar	08/04/1963	227	Le Mortier	72460	Saint-Corneille
00075773	Dominique Thevenot	23/06/1983	217	Lieu Dit Clinchamps	61160	Montabard
00070829	Gabriele Rendour	10/09/2009	5	Le Degré	61210	Sainte-Honorine-La-Guillaume
00044337	Marie-Pierre Raymond	19/11/2001	122	Avenue de la Perriere	35130	Visseiche
00080323	Lydia Leconte	05/11/1924	181	Les Corvees	50530	Lolif
00001987	Estelle Le Cam	21/12/1967	164	Rue dus Croisettes	61250	Écouves
00034073	Denis Lesueur	16/04/2005	126	La Guériplais	35800	Saint-Lunaire
00056591	Lilian Roy	27/06/2010	59	Impasse des Violettes	53240	La Baconnière
00083586	Krystelle De Cathelineau	21/10/1976	74	La Bourginiere	44660	Fercé
00003331	Jean-Jacques Lacroix	22/05/1987	205	Allée des Petits Champs	72300	Pincé
00099592	Vianney Zenner	24/04/1981	31	Chantepie	53340	Val-Du-Maine
00008582	Lucette Gervaise	30/04/1921	56	Vieux Chemin du Mans	72240	Domfront-En-Champagne
00032145	Julie Comuce	10/08/2008	183	Lieu Dit Magenta	35130	Rannée
00095615	Marianne Collin	20/10/1990	97	L’Oraille	50690	Martinvast
00096627	Cyril Jourdain	29/09/1959	234	Les Thuyas	72300	Précigné
00078826	Guy Viguier	05/09/1965	176	La Barbotinière	44830	Brains
00025079	Lydia Rodot	23/07/2009	136	Rue dus Stardieres	72500	Chenu
00043464	Tiham Mourraine	29/06/1968	96	La Corbiniere	44850	Ligné
00077550	Marie-Claire Roseau	03/08/1956	207	Lieu Dit Pringe	72800	La Chapelle-Aux-Choux
00021136	Jean-Pierre Ballarin	19/02/1995	145	Impasse des Aliziers	44640	Saint-Jean-De-Boiseau
00028390	René Cornet	21/10/1921	15	Chemin Pre de la Place	72170	Juillé
00067545	Raziye Vuillemet	23/01/2004	95	Rue du Perron	61320	Saint-Martin-L'Aiguillon
00082738	Gérald Moret	02/11/1952	219	Impasse des Hortensias	50590	Montmartin-Sur-Mer
00050908	Edilbert Mingeaud	16/02/1922	135	Lieu Dit Livet	61570	Boischampré
00066841	Lamia Lecoeuvre	30/01/1945	163	La Raterie	53260	Parné-Sur-Roc
00024281	Marguerite Teixeira	28/05/1947	121	Lotissement la Croisette	49170	Saint-Martin-Du-Fouilloux
00088430	Joana Beaupere	14/07/1951	132	Les Croisettes	53120	Saint-Aubin-Fosse-Louvain
00085070	Mélina Nadal	01/04/2007	240	La Pinsonnière	53200	Gennes-Longuefuye
00009849	Vincent Taillandier	12/11/1903	149	Rue du Plessis	72170	Moitron-Sur-Sarthe
00088882	Edouard Bischoff	22/12/1927	172	La Claie	35390	Sainte-Anne-Sur-Vilaine
00002415	Nathan Drouet	05/02/1950	62	La Suhardiere	53970	Nuillé-Sur-Vicoin
00082336	Chrystele Lerognon	03/08/1907	180	La Roche	72220	Teloché
00068937	France Thore	21/09/1985	172	Les Acacias	49110	Montrevault-Sur-Èvre
00071390	Adrien Masseron	17/10/1939	170	Avenue de la Petite Lande	72270	Dureil
00033834	Victor Ohl	27/08/1915	7	Rue du Fosse de l’Horloge	61130	Bellême
00006511	France Schnell	08/11/1915	152	Louessardais	35310	Bréal-Sous-Montfort
00059442	Jean Ribeiro	05/09/1929	66	La Hersandiere	44330	Vallet
00029606	Nelly Raymond	19/06/1967	118	Route du Bocage	50220	Juilley
00082338	Romain Barreau	24/01/1942	178	Sur Marigny	61570	Mortrée
00098752	Marie-Anita Rosingana	25/06/1987	208	Allée des Ajoncs-la Cour aux Cerfs	44410	Herbignac
00090611	Ismaëlle Rouleaux	12/03/1948	236	Lieu Dit Vobezon	61560	Saint-Ouen-De-Sécherouvre
00064564	Marie-Chantal Caille	29/02/1916	190	Rue de Beausoleil	72210	Fillé
00078270	Eugène Bouraoui	25/07/1930	5	La Revelinais	35720	Pleugueneuc
00034856	Bouchra Ronsin	14/06/1954	173	La Bauchee	53350	Brains-Sur-Les-Marches
00033828	Abel Edouard	13/09/1963	196	Le Bourg	49700	Brossay
00062171	Gérald Bildstein	12/01/1913	34	La Maunière	50750	Sainte-Suzanne-Sur-Vire
00046596	Clémence Bereau	05/04/2002	204	Lotissement Cottage Park	35800	Dinard
00016532	Marc-Andria Wajdzik	12/07/1980	171	La Croiserie	44660	Rougé
00092153	Jean-Noël Tillet	13/06/1958	103	Chemin du Passage a Niveau 86	61270	Beaufai
00015616	Claude Jeanjean	18/12/1950	191	Rue du Bourg	61240	Lignères
00074688	Suzanne Rousselle	20/05/2008	157	Rue dus Barres	49750	Val-Du-Layon
00014169	Timeo Patte	26/12/1951	242	La Fatiniere	53360	Peuton
00084676	Katherine Fort	03/04/2008	149	Rue de la Plaine	50170	Tanis
00078534	David Garcin	06/04/1928	114	Crocieux	72450	Lombron
00084331	Rémi Barbieux	01/04/1982	62	Les Poizats	49360	Les Cerqueux
00044520	France Franzetti	06/09/1992	36	La Bourruais	44110	Saint-Aubin-Des-Châteaux
00049976	Jérôme Le Cam	13/01/1977	15	Le Gascet	35190	Trévérien
00006512	Catherine Dahmani	01/06/1930	96	Route du Pont d’Aumaille	50700	Brix
00016097	Viviane Can	07/06/1996	217	Avenue de la Ruaudiere	72340	La Chartre-Sur-Le-Loir
00046139	Justine Poette	06/04/1934	248	Place du Verdet	44690	Saint-Fiacre-Sur-Maine
00012329	Bertha Duminil	16/05/1909	167	Le Préguérinais	35890	Bourg-Des-Comptes
00072614	Albéric Le Droguene	22/07/1941	124	Avenue de la Jordoniere	61800	Saint-Pierre-D'Entremont
00083263	Deborah Vejux	06/04/1928	252	Sens	53200	Daon
00064164	Giselle Lafosse	15/11/1960	177	Allée Auguste Renoir	35830	Betton
00061904	Edmonde Dibon	04/03/1916	197	La Pouziniere	44190	Saint-Lumine-De-Clisson
00090527	Valérie Pfleger	18/10/1933	224	Zone d’Activite Groeches	49430	Baracé
00059228	Arnau Marri	31/03/2008	252	L’Epine	44130	Notre-Dame-Des-Landes
00019740	Ludovic Meheut	18/03/1958	238	Le Bourg	61190	Beaulieu
00027917	Jibril Simeoni	17/09/1944	45	L’Angottiere	53140	Saint-Calais-Du-Désert
00061703	Nadege Rodrigues	28/08/2006	107	Le Tasset	50210	Cerisy-La-Salle
00044408	Leslie Martineau	15/09/1933	239	Zone Artisanale de l’Aubepin	53970	L'Huisserie
00029456	Aline Portier	02/10/1911	11	Les Aiguillonnières	49230	Sèvremoine
00033442	Gustave Jeannez	27/12/1959	152	Lieu Dit Buissonniere	61110	Saint-Germain-Des-Grois
00079083	Rémi Leterme	19/05/2002	28	Avenue de la Fosse	72550	Fay
00068957	Martin Hugon	21/08/1940	173	Le Perrey	50840	Fermanville
00029239	Christophe Wattebled	10/01/1978	161	La Morandière	49330	Étriché
00029459	Yves Hudelle	31/01/1974	68	Le Sohier	35133	Parigné
00086036	Lydia Dauphin	26/10/1964	92	La Marinière	61130	Dame-Marie
00030693	Arlette Sebert	20/04/1975	185	Avenue de la Rousseliere	49140	Marcé
00085094	Olivier De Sousa	21/01/1905	166	Le Presbytere	61200	Moulins-Sur-Orne
00054779	Luc Ly	13/07/1921	148	Rue dus Orgetteries	61290	L'Hôme-Chamondot
00048011	Edrick Segaut	30/06/1907	154	Place Vieille Garde	61340	Saint-Hilaire-Sur-Erre
00079584	Fabrice Yahia	28/08/1975	74	Granville	53800	Bouchamps-Lès-Craon
00080835	Pierrick Lienhart	23/06/1977	111	La Bouchardiere	61270	Auguaise
00002020	Huguette Bouteille	18/12/1941	48	Lieu Dit Rousseliere	61240	Les Authieux-Du-Puits
00003931	Benedicte Jouin	31/01/1974	211	Place de l’Eglise	61190	Irai
00018951	Gaston Pichou	29/07/1999	114	Avenue de launay	35420	Mellé
00035593	André Charras	26/03/1922	32	Lieu Dit Babinais	35190	Longaulnay
00020843	Felisa Correia Dos Santos	11/04/2000	113	La Richerie	61330	Torchamp
00075694	Liliane Wendling	19/06/1995	84	Avenue de la Ferriere	61600	La Chaux
00036548	Ludovic Rouquier	07/04/1961	139	Chemin du Tailleux	50180	Agneaux
00069658	Coralie Rahmouni	12/05/1922	252	La Chapelle	50720	Barenton
00095728	Andréa Lauro	29/05/1957	214	La Bénière	35250	Chevaigné
00015432	Edmond Terrien	14/01/2009	60	Le Ronzerais	44690	Château-Thébaud
00017338	Vincent Aubert	07/11/1969	55	Noguet	50250	Doville
00026621	Marie-Catherine Schell	24/08/1969	224	L’Angeviniere	50240	Saint-Laurent-De-Terregatte
00063201	Françoise Malik	24/07/1909	63	Lieu Dit Vaumichel	72350	Brûlon
00075732	Jean-Philippe Genet	16/09/1943	116	Rue de la Molière	72540	Mareil-En-Champagne
00018899	Christine Dutoya	07/06/1901	199	Clos des Muriers	72220	Saint-Gervais-En-Belin
00011985	Manuel Boyer	27/03/1933	152	La Massuère	35350	Saint-Méloir-Des-Ondes
00091016	Renée Chaillou	01/05/1910	5	Allée du Champ Rolland	35230	Noyal-Châtillon-Sur-Seiche
00082581	Henri Denain	22/03/1982	127	Les Rochelles	35630	Les Iffs
00063331	Aubierge Dieule	22/10/1927	201	Rue du Rouille	61250	Saint-Nicolas-Des-Bois
00056257	Yvan Habert	05/06/1939	215	Rue des Pinsons	49330	Les Hauts-D'Anjou
00082872	Aurélie Delmas	07/11/1910	97	Zone Artisanale de Canisy	50750	Canisy
00070861	Dominique Pradelle	14/03/1992	136	La Rainerie	49220	Chenillé-Champteussé
00008141	Dany Doudet	24/08/1937	232	Rue de la Lande	50330	Varouville
00096918	Agnès Viel	03/10/1976	90	Route du Hameau Lemaresquier	50330	Gonneville-Le Theil
00062167	Juliette Besnard	14/02/1994	134	La Forge au Balais	50320	Équilly
00065601	Anne-Laure Mariette	20/01/1957	250	Tringaran	35750	Saint-Malon-Sur-Mel
00075125	Frieda Nicoli	01/03/1949	61	La Tremblais	35190	La Baussaine
00078553	Laurence Genet	28/03/1915	148	La Griniere	50800	Champrepus
00073713	Tennessy Eryigit	31/08/1993	25	La Bergère	61190	Tourouvre Au Perche
00087266	Sarah Domenech	14/04/1999	12	La Mauvalterie	53500	Montenay
00018093	Félix Klipfel	14/11/1926	229	Avenue de langager	35440	Montreuil-Sur-Ille
00039721	Bertha Gau	12/10/1925	197	La Ruedeveillais	35420	La Bazouge-Du-Désert
00091907	Arsene Diabate	06/12/1954	163	Poulay	53640	Montreuil-Poulay
00082883	Frédéric Bomy	05/12/1925	11	Rue du Masse	35640	Forges-La-Forêt
00029736	Onesiphore Defranchi	17/05/1965	118	Village Pigard	50390	Reigneville-Bocage
00046670	Sherine Hamani	15/03/1928	195	La Riballerie	53160	Izé
00033406	Yann Heinrich	29/03/1974	155	Avenue de la Champagne	72240	Bernay-Neuvy-En-Champagne
00022158	Steven Copin	11/02/1946	195	Chemin de la Cad Huse	50340	Flamanville
00044957	Marie-Thérèse Duarte	20/11/1985	223	Le Passage	61250	Cuissai
00056593	Olivia Pepin	11/05/2009	125	La Hervière	50800	La Colombe
00066989	Germain Masserot	18/12/1937	90	Bordelay	53440	La Chapelle-Au-Riboul
00069980	Saba Boursin	23/07/1989	221	Granne	61470	Sap-En-Auge
00042316	Mélissa Nicaise	30/10/1929	166	La Briffardière	53240	Andouillé
00039344	Kimberley Le Duc	20/07/1981	128	Hameau de la Guerrerie	50500	Appeville
00019153	Alice Kuhn	24/11/1924	198	Rue Thomas Douville	50210	Notre-Dame-De-Cenilly
00044360	Josette Bastien	05/02/1952	209	Sutz	44460	Avessac
00082764	Roselyn Appiah	02/10/1920	119	Le Perthus	50260	Rauville-La-Bigot
00097662	Florent Cartier	09/07/1939	101	Place de l’Eglise	35480	Saint-Malo-De-Phily
00089731	Marcel Baudoin	26/10/1996	39	Les Pissonnières	49400	Saumur
00028985	Guylaine Ory	16/03/1937	251	Le Logis	50420	Saint-Vigor-Des-Monts
00009034	Johannah Druot	15/10/1999	244	La Drouetterie	44190	Gétigné
00043572	Sylvette Bettahar	03/01/1940	185	Chemin Rural Numero 5 des Bigottieres au Bois-Bignon	49460	Feneu
00052863	Laurent Belizaire	28/07/1927	193	Rue du Moulin de Laval	35430	Châteauneuf-D'Ille-Et-Vilaine
00058644	Anne-Sophie Bergeron	20/11/1939	70	Les Landes	35430	Saint-Guinoux
00095411	Neo Desrousseaux	03/12/1952	79	Les Aulnais	53640	Hardanges
00000271	Pascale Daniel	31/01/1953	90	Lieu Dit Chardonnet	61500	Macé
00071737	Willy Koch	02/04/1961	161	Les Abreuvoirs	35380	Saint-Péran
00009683	Laurette Guler	25/05/1969	17	Rue de la Zone de la 4c	72240	Conlie
